task_id,operator_id,machine_id,domain,task_type,site,scheduled_start,scheduled_end,status,baseline_duration_min,weather,operator_skill,machine_age_hours,demo_seed,job_options_json
SYN-T-0199,OP-019,M-1,EXCAVATION_LOAD,Excavation — Trench Digging,Site B,08:00,09:00,Completed,45,clear,intermediate,3726,,{}
SYN-T-0200,OP-020,M-3,EXCAVATION_LOAD,Material Loading,Site A,08:00,09:00,Completed,60,clear,intermediate,3763,,{}
SYN-T-0201,OP-001,M-5,HAUL_TRANSPORT,Haul Cycle,Site B,08:00,09:00,Upcoming,60,clear,intermediate,3800,,{}
SYN-T-0202,OP-002,M-1,EXCAVATION_LOAD,Excavation — Trench Digging,Site A,08:00,09:00,Completed,45,clear,intermediate,3837,,{}
SYN-T-0203,OP-003,M-3,EXCAVATION_LOAD,Material Loading,Site B,08:00,09:00,Completed,60,clear,intermediate,3874,,{}
SYN-T-0204,OP-004,M-5,HAUL_TRANSPORT,Haul Cycle,Site A,08:00,09:00,Completed,60,clear,intermediate,3911,,{}
SYN-T-0205,OP-005,M-1,EXCAVATION_LOAD,Excavation — Trench Digging,Site B,08:00,09:00,Upcoming,45,clear,intermediate,3948,,{}
SYN-T-0206,OP-006,M-3,EXCAVATION_LOAD,Material Loading,Site A,08:00,09:00,Completed,60,clear,intermediate,3985,,{}
SYN-T-0207,OP-007,M-5,HAUL_TRANSPORT,Haul Cycle,Site B,08:00,09:00,Completed,60,clear,intermediate,4022,,{}
SYN-T-0208,OP-008,M-1,EXCAVATION_LOAD,Excavation — Trench Digging,Site A,08:00,09:00,Completed,45,clear,intermediate,4059,,{}
SYN-T-0209,OP-009,M-3,EXCAVATION_LOAD,Material Loading,Site B,08:00,09:00,Upcoming,60,clear,intermediate,4096,,{}
SYN-T-0210,OP-010,M-5,HAUL_TRANSPORT,Haul Cycle,Site A,08:00,09:00,Completed,60,clear,intermediate,4133,,{}
SYN-T-0211,OP-011,M-1,EXCAVATION_LOAD,Excavation — Trench Digging,Site B,08:00,09:00,Completed,45,clear,intermediate,4170,,{}
SYN-T-0212,OP-012,M-3,EXCAVATION_LOAD,Material Loading,Site A,08:00,09:00,Completed,60,clear,intermediate,4207,,{}
SYN-T-0213,OP-013,M-5,HAUL_TRANSPORT,Haul Cycle,Site B,08:00,09:00,Upcoming,60,clear,intermediate,4244,,{}
SYN-T-0214,OP-014,M-1,EXCAVATION_LOAD,Excavation — Trench Digging,Site A,08:00,09:00,Completed,45,clear,intermediate,4281,,{}
SYN-T-0215,OP-015,M-3,EXCAVATION_LOAD,Material Loading,Site B,08:00,09:00,Completed,60,clear,intermediate,4318,,{}
SYN-T-0216,OP-016,M-5,HAUL_TRANSPORT,Haul Cycle,Site A,08:00,09:00,Completed,60,clear,intermediate,4355,,{}
SYN-T-0217,OP-017,M-1,EXCAVATION_LOAD,Excavation — Trench Digging,Site B,08:00,09:00,Upcoming,45,clear,intermediate,4392,,{}
SYN-T-0218,OP-018,M-3,EXCAVATION_LOAD,Material Loading,Site A,08:00,09:00,Completed,60,clear,intermediate,4429,,{}
SYN-T-0219,OP-019,M-5,HAUL_TRANSPORT,Haul Cycle,Site B,08:00,09:00,Completed,60,clear,intermediate,4466,,{}
SYN-T-0220,OP-020,M-1,EXCAVATION_LOAD,Excavation — Trench Digging,Site A,08:00,09:00,Completed,45,clear,intermediate,4503,,{}
SYN-T-0221,OP-001,M-3,EXCAVATION_LOAD,Material Loading,Site B,08:00,09:00,Upcoming,60,clear,intermediate,4540,,{}
SYN-T-0222,OP-002,M-5,HAUL_TRANSPORT,Haul Cycle,Site A,08:00,09:00,Completed,60,clear,intermediate,4577,,{}
SYN-T-0223,OP-003,M-1,EXCAVATION_LOAD,Excavation — Trench Digging,Site B,08:00,09:00,Completed,45,clear,intermediate,4614,,{}
SYN-T-0224,OP-004,M-3,EXCAVATION_LOAD,Material Loading,Site A,08:00,09:00,Completed,60,clear,intermediate,4651,,{}
SYN-T-0225,OP-005,M-5,HAUL_TRANSPORT,Haul Cycle,Site B,08:00,09:00,Upcoming,60,clear,intermediate,4688,,{}
SYN-T-0226,OP-006,M-1,EXCAVATION_LOAD,Excavation — Trench Digging,Site A,08:00,09:00,Completed,45,clear,intermediate,4725,,{}
SYN-T-0227,OP-007,M-3,EXCAVATION_LOAD,Material Loading,Site B,08:00,09:00,Completed,60,clear,intermediate,4762,,{}
SYN-T-0228,OP-008,M-5,HAUL_TRANSPORT,Haul Cycle,Site A,08:00,09:00,Completed,60,clear,intermediate,4799,,{}
SYN-T-0229,OP-009,M-1,EXCAVATION_LOAD,Excavation — Trench Digging,Site B,08:00,09:00,Upcoming,45,clear,intermediate,4836,,{}
SYN-T-0230,OP-010,M-3,EXCAVATION_LOAD,Material Loading,Site A,08:00,09:00,Completed,60,clear,intermediate,4873,,{}
SYN-T-0231,OP-011,M-5,HAUL_TRANSPORT,Haul Cycle,Site B,08:00,09:00,Completed,60,clear,intermediate,4910,,{}
SYN-T-0232,OP-012,M-1,EXCAVATION_LOAD,Excavation — Trench Digging,Site A,08:00,09:00,Completed,45,clear,intermediate,4947,,{}
SYN-T-0233,OP-013,M-3,EXCAVATION_LOAD,Material Loading,Site B,08:00,09:00,Upcoming,60,clear,intermediate,4984,,{}
SYN-T-0234,OP-014,M-5,HAUL_TRANSPORT,Haul Cycle,Site A,08:00,09:00,Completed,60,clear,intermediate,5021,,{}
SYN-T-0235,OP-015,M-1,EXCAVATION_LOAD,Excavation — Trench Digging,Site B,08:00,09:00,Completed,45,clear,intermediate,5058,,{}
SYN-T-0236,OP-016,M-3,EXCAVATION_LOAD,Material Loading,Site A,08:00,09:00,Completed,60,clear,intermediate,5095,,{}
SYN-T-0237,OP-017,M-5,HAUL_TRANSPORT,Haul Cycle,Site B,08:00,09:00,Upcoming,60,clear,intermediate,5132,,{}
SYN-T-0238,OP-018,M-1,EXCAVATION_LOAD,Excavation — Trench Digging,Site A,08:00,09:00,Completed,45,clear,intermediate,5169,,{}
SYN-T-0239,OP-019,M-3,EXCAVATION_LOAD,Material Loading,Site B,08:00,09:00,Completed,60,clear,intermediate,5206,,{}
SYN-T-0240,OP-020,M-5,HAUL_TRANSPORT,Haul Cycle,Site A,08:00,09:00,Completed,60,clear,intermediate,5243,,{}
SYN-T-0241,OP-001,M-1,EXCAVATION_LOAD,Excavation — Trench Digging,Site B,08:00,09:00,Upcoming,45,clear,intermediate,5280,,{}
SYN-T-0242,OP-002,M-3,EXCAVATION_LOAD,Material Loading,Site A,08:00,09:00,Completed,60,clear,intermediate,5317,,{}
SYN-T-0243,OP-003,M-5,HAUL_TRANSPORT,Haul Cycle,Site B,08:00,09:00,Completed,60,clear,intermediate,5354,,{}
SYN-T-0244,OP-004,M-1,EXCAVATION_LOAD,Excavation — Trench Digging,Site A,08:00,09:00,Completed,45,clear,intermediate,5391,,{}
SYN-T-0245,OP-005,M-3,EXCAVATION_LOAD,Material Loading,Site B,08:00,09:00,Upcoming,60,clear,intermediate,5428,,{}
SYN-T-0246,OP-006,M-5,HAUL_TRANSPORT,Haul Cycle,Site A,08:00,09:00,Completed,60,clear,intermediate,5465,,{}
SYN-T-0247,OP-007,M-1,EXCAVATION_LOAD,Excavation — Trench Digging,Site B,08:00,09:00,Completed,45,clear,intermediate,5502,,{}
SYN-T-0248,OP-008,M-3,EXCAVATION_LOAD,Material Loading,Site A,08:00,09:00,Completed,60,clear,intermediate,5539,,{}
SYN-T-0249,OP-009,M-5,HAUL_TRANSPORT,Haul Cycle,Site B,08:00,09:00,Upcoming,60,clear,intermediate,5576,,{}
SYN-T-0250,OP-010,M-1,EXCAVATION_LOAD,Excavation — Trench Digging,Site A,08:00,09:00,Completed,45,clear,intermediate,5613,,{}
SYN-T-0251,OP-011,M-3,EXCAVATION_LOAD,Material Loading,Site B,08:00,09:00,Completed,60,clear,intermediate,5650,,{}
SYN-T-0252,OP-012,M-5,HAUL_TRANSPORT,Haul Cycle,Site A,08:00,09:00,Completed,60,clear,intermediate,5687,,{}
SYN-T-0253,OP-013,M-1,EXCAVATION_LOAD,Excavation — Trench Digging,Site B,08:00,09:00,Upcoming,45,clear,intermediate,5724,,{}
SYN-T-0254,OP-014,M-3,EXCAVATION_LOAD,Material Loading,Site A,08:00,09:00,Completed,60,clear,intermediate,5761,,{}
SYN-T-0255,OP-015,M-5,HAUL_TRANSPORT,Haul Cycle,Site B,08:00,09:00,Completed,60,clear,intermediate,5798,,{}
SYN-T-0256,OP-016,M-1,EXCAVATION_LOAD,Excavation — Trench Digging,Site A,08:00,09:00,Completed,45,clear,intermediate,5835,,{}
SYN-T-0257,OP-017,M-3,EXCAVATION_LOAD,Material Loading,Site B,08:00,09:00,Upcoming,60,clear,intermediate,5872,,{}
SYN-T-0258,OP-018,M-5,HAUL_TRANSPORT,Haul Cycle,Site A,08:00,09:00,Completed,60,clear,intermediate,5909,,{}
SYN-T-0259,OP-019,M-1,EXCAVATION_LOAD,Excavation — Trench Digging,Site B,08:00,09:00,Completed,45,clear,intermediate,5946,,{}
SYN-T-0260,OP-020,M-3,EXCAVATION_LOAD,Material Loading,Site A,08:00,09:00,Completed,60,clear,intermediate,5983,,{}
SYN-T-0261,OP-001,M-5,HAUL_TRANSPORT,Haul Cycle,Site B,08:00,09:00,Upcoming,60,clear,intermediate,1220,,{}
SYN-T-0262,OP-002,M-1,EXCAVATION_LOAD,Excavation — Trench Digging,Site A,08:00,09:00,Completed,45,clear,intermediate,1257,,{}
SYN-T-0263,OP-003,M-3,EXCAVATION_LOAD,Material Loading,Site B,08:00,09:00,Completed,60,clear,intermediate,1294,,{}
SYN-T-0264,OP-004,M-5,HAUL_TRANSPORT,Haul Cycle,Site A,08:00,09:00,Completed,60,clear,intermediate,1331,,{}
SYN-T-0265,OP-005,M-1,EXCAVATION_LOAD,Excavation — Trench Digging,Site B,08:00,09:00,Upcoming,45,clear,intermediate,1368,,{}
SYN-T-0266,OP-006,M-3,EXCAVATION_LOAD,Material Loading,Site A,08:00,09:00,Completed,60,clear,intermediate,1405,,{}
SYN-T-0267,OP-007,M-5,HAUL_TRANSPORT,Haul Cycle,Site B,08:00,09:00,Completed,60,clear,intermediate,1442,,{}
SYN-T-0268,OP-008,M-1,EXCAVATION_LOAD,Excavation — Trench Digging,Site A,08:00,09:00,Completed,45,clear,intermediate,1479,,{}
SYN-T-0269,OP-009,M-3,EXCAVATION_LOAD,Material Loading,Site B,08:00,09:00,Upcoming,60,clear,intermediate,1516,,{}
SYN-T-0270,OP-010,M-5,HAUL_TRANSPORT,Haul Cycle,Site A,08:00,09:00,Completed,60,clear,intermediate,1553,,{}
SYN-T-0271,OP-011,M-1,EXCAVATION_LOAD,Excavation — Trench Digging,Site B,08:00,09:00,Completed,45,clear,intermediate,1590,,{}
SYN-T-0272,OP-012,M-3,EXCAVATION_LOAD,Material Loading,Site A,08:00,09:00,Completed,60,clear,intermediate,1627,,{}
SYN-T-0273,OP-013,M-5,HAUL_TRANSPORT,Haul Cycle,Site B,08:00,09:00,Upcoming,60,clear,intermediate,1664,,{}
SYN-T-0274,OP-014,M-1,EXCAVATION_LOAD,Excavation — Trench Digging,Site A,08:00,09:00,Completed,45,clear,intermediate,1701,,{}
SYN-T-0275,OP-015,M-3,EXCAVATION_LOAD,Material Loading,Site B,08:00,09:00,Completed,60,clear,intermediate,1738,,{}
SYN-T-0276,OP-016,M-5,HAUL_TRANSPORT,Haul Cycle,Site A,08:00,09:00,Completed,60,clear,intermediate,1775,,{}
SYN-T-0277,OP-017,M-1,EXCAVATION_LOAD,Excavation — Trench Digging,Site B,08:00,09:00,Upcoming,45,clear,intermediate,1812,,{}
SYN-T-0278,OP-018,M-3,EXCAVATION_LOAD,Material Loading,Site A,08:00,09:00,Completed,60,clear,intermediate,1849,,{}
SYN-T-0279,OP-019,M-5,HAUL_TRANSPORT,Haul Cycle,Site B,08:00,09:00,Completed,60,clear,intermediate,1886,,{}
SYN-T-0280,OP-020,M-1,EXCAVATION_LOAD,Excavation — Trench Digging,Site A,08:00,09:00,Completed,45,clear,intermediate,1923,,{}
SYN-T-0281,OP-001,M-3,EXCAVATION_LOAD,Material Loading,Site B,08:00,09:00,Upcoming,60,clear,intermediate,1960,,{}
SYN-T-0282,OP-002,M-5,HAUL_TRANSPORT,Haul Cycle,Site A,08:00,09:00,Completed,60,clear,intermediate,1997,,{}
SYN-T-0283,OP-003,M-1,EXCAVATION_LOAD,Excavation — Trench Digging,Site B,08:00,09:00,Completed,45,clear,intermediate,2034,,{}
SYN-T-0284,OP-004,M-3,EXCAVATION_LOAD,Material Loading,Site A,08:00,09:00,Completed,60,clear,intermediate,2071,,{}
SYN-T-0285,OP-005,M-5,HAUL_TRANSPORT,Haul Cycle,Site B,08:00,09:00,Upcoming,60,clear,intermediate,2108,,{}
SYN-T-0286,OP-006,M-1,EXCAVATION_LOAD,Excavation — Trench Digging,Site A,08:00,09:00,Completed,45,clear,intermediate,2145,,{}
SYN-T-0287,OP-007,M-3,EXCAVATION_LOAD,Material Loading,Site B,08:00,09:00,Completed,60,clear,intermediate,2182,,{}
SYN-T-0288,OP-008,M-5,HAUL_TRANSPORT,Haul Cycle,Site A,08:00,09:00,Completed,60,clear,intermediate,2219,,{}
SYN-T-0289,OP-009,M-1,EXCAVATION_LOAD,Excavation — Trench Digging,Site B,08:00,09:00,Upcoming,45,clear,intermediate,2256,,{}
SYN-T-0290,OP-010,M-3,EXCAVATION_LOAD,Material Loading,Site A,08:00,09:00,Completed,60,clear,intermediate,2293,,{}
SYN-T-0291,OP-011,M-5,HAUL_TRANSPORT,Haul Cycle,Site B,08:00,09:00,Completed,60,clear,intermediate,2330,,{}
SYN-T-0292,OP-012,M-1,EXCAVATION_LOAD,Excavation — Trench Digging,Site A,08:00,09:00,Completed,45,clear,intermediate,2367,,{}
SYN-T-0293,OP-013,M-3,EXCAVATION_LOAD,Material Loading,Site B,08:00,09:00,Upcoming,60,clear,intermediate,2404,,{}
SYN-T-0294,OP-014,M-5,HAUL_TRANSPORT,Haul Cycle,Site A,08:00,09:00,Completed,60,clear,intermediate,2441,,{}
SYN-T-0295,OP-015,M-1,EXCAVATION_LOAD,Excavation — Trench Digging,Site B,08:00,09:00,Completed,45,clear,intermediate,2478,,{}
SYN-T-0296,OP-016,M-3,EXCAVATION_LOAD,Material Loading,Site A,08:00,09:00,Completed,60,clear,intermediate,2515,,{}
SYN-T-0297,OP-017,M-5,HAUL_TRANSPORT,Haul Cycle,Site B,08:00,09:00,Upcoming,60,clear,intermediate,2552,,{}
SYN-T-0298,OP-018,M-1,EXCAVATION_LOAD,Excavation — Trench Digging,Site A,08:00,09:00,Completed,45,clear,intermediate,2589,,{}
SYN-T-0299,OP-019,M-3,EXCAVATION_LOAD,Material Loading,Site B,08:00,09:00,Completed,60,clear,intermediate,2626,,{}
SYN-T-0300,OP-020,M-5,HAUL_TRANSPORT,Haul Cycle,Site A,08:00,09:00,Completed,60,clear,intermediate,2663,,{}
SYN-T-0301,OP-001,M-1,EXCAVATION_LOAD,Excavation — Trench Digging,Site B,08:00,09:00,Upcoming,45,clear,intermediate,2700,,{}
SYN-T-0302,OP-002,M-3,EXCAVATION_LOAD,Material Loading,Site A,08:00,09:00,Completed,60,clear,intermediate,2737,,{}
SYN-T-0303,OP-003,M-5,HAUL_TRANSPORT,Haul Cycle,Site B,08:00,09:00,Completed,60,clear,intermediate,2774,,{}
SYN-T-0304,OP-004,M-1,EXCAVATION_LOAD,Excavation — Trench Digging,Site A,08:00,09:00,Completed,45,clear,intermediate,2811,,{}
SYN-T-0305,OP-005,M-3,EXCAVATION_LOAD,Material Loading,Site B,08:00,09:00,Upcoming,60,clear,intermediate,2848,,{}
SYN-T-0306,OP-006,M-5,HAUL_TRANSPORT,Haul Cycle,Site A,08:00,09:00,Completed,60,clear,intermediate,2885,,{}
SYN-T-0307,OP-007,M-1,EXCAVATION_LOAD,Excavation — Trench Digging,Site B,08:00,09:00,Completed,45,clear,intermediate,2922,,{}
SYN-T-0308,OP-008,M-3,EXCAVATION_LOAD,Material Loading,Site A,08:00,09:00,Completed,60,clear,intermediate,2959,,{}
SYN-T-0309,OP-009,M-5,HAUL_TRANSPORT,Haul Cycle,Site B,08:00,09:00,Upcoming,60,clear,intermediate,2996,,{}
SYN-T-0310,OP-010,M-1,EXCAVATION_LOAD,Excavation — Trench Digging,Site A,08:00,09:00,Completed,45,clear,intermediate,3033,,{}
SYN-T-0311,OP-011,M-3,EXCAVATION_LOAD,Material Loading,Site B,08:00,09:00,Completed,60,clear,intermediate,3070,,{}
SYN-T-0312,OP-012,M-5,HAUL_TRANSPORT,Haul Cycle,Site A,08:00,09:00,Completed,60,clear,intermediate,3107,,{}
SYN-T-0313,OP-013,M-1,EXCAVATION_LOAD,Excavation — Trench Digging,Site B,08:00,09:00,Upcoming,45,clear,intermediate,3144,,{}
SYN-T-0314,OP-014,M-3,EXCAVATION_LOAD,Material Loading,Site A,08:00,09:00,Completed,60,clear,intermediate,3181,,{}
SYN-T-0315,OP-015,M-5,HAUL_TRANSPORT,Haul Cycle,Site B,08:00,09:00,Completed,60,clear,intermediate,3218,,{}
SYN-T-0316,OP-016,M-1,EXCAVATION_LOAD,Excavation — Trench Digging,Site A,08:00,09:00,Completed,45,clear,intermediate,3255,,{}
SYN-T-0317,OP-017,M-3,EXCAVATION_LOAD,Material Loading,Site B,08:00,09:00,Upcoming,60,clear,intermediate,3292,,{}
SYN-T-0318,OP-018,M-5,HAUL_TRANSPORT,Haul Cycle,Site A,08:00,09:00,Completed,60,clear,intermediate,3329,,{}
SYN-T-0319,OP-019,M-1,EXCAVATION_LOAD,Excavation — Trench Digging,Site B,08:00,09:00,Completed,45,clear,intermediate,3366,,{}
SYN-T-0320,OP-020,M-3,EXCAVATION_LOAD,Material Loading,Site A,08:00,09:00,Completed,60,clear,intermediate,3403,,{}
SYN-T-0321,OP-001,M-5,HAUL_TRANSPORT,Haul Cycle,Site B,08:00,09:00,Upcoming,60,clear,intermediate,3440,,{}
SYN-T-0322,OP-002,M-1,EXCAVATION_LOAD,Excavation — Trench Digging,Site A,08:00,09:00,Completed,45,clear,intermediate,3477,,{}
SYN-T-0323,OP-003,M-3,EXCAVATION_LOAD,Material Loading,Site B,08:00,09:00,Completed,60,clear,intermediate,3514,,{}
SYN-T-0324,OP-004,M-5,HAUL_TRANSPORT,Haul Cycle,Site A,08:00,09:00,Completed,60,clear,intermediate,3551,,{}
SYN-T-0325,OP-005,M-1,EXCAVATION_LOAD,Excavation — Trench Digging,Site B,08:00,09:00,Upcoming,45,clear,intermediate,3588,,{}
SYN-T-0326,OP-006,M-3,EXCAVATION_LOAD,Material Loading,Site A,08:00,09:00,Completed,60,clear,intermediate,3625,,{}
SYN-T-0327,OP-007,M-5,HAUL_TRANSPORT,Haul Cycle,Site B,08:00,09:00,Completed,60,clear,intermediate,3662,,{}
SYN-T-0328,OP-008,M-1,EXCAVATION_LOAD,Excavation — Trench Digging,Site A,08:00,09:00,Completed,45,clear,intermediate,3699,,{}
SYN-T-0329,OP-009,M-3,EXCAVATION_LOAD,Material Loading,Site B,08:00,09:00,Upcoming,60,clear,intermediate,3736,,{}
SYN-T-0330,OP-010,M-5,HAUL_TRANSPORT,Haul Cycle,Site A,08:00,09:00,Completed,60,clear,intermediate,3773,,{}
SYN-T-0331,OP-011,M-1,EXCAVATION_LOAD,Excavation — Trench Digging,Site B,08:00,09:00,Completed,45,clear,intermediate,3810,,{}
SYN-T-0332,OP-012,M-3,EXCAVATION_LOAD,Material Loading,Site A,08:00,09:00,Completed,60,clear,intermediate,3847,,{}
SYN-T-0333,OP-013,M-5,HAUL_TRANSPORT,Haul Cycle,Site B,08:00,09:00,Upcoming,60,clear,intermediate,3884,,{}
SYN-T-0334,OP-014,M-1,EXCAVATION_LOAD,Excavation — Trench Digging,Site A,08:00,09:00,Completed,45,clear,intermediate,3921,,{}
SYN-T-0335,OP-015,M-3,EXCAVATION_LOAD,Material Loading,Site B,08:00,09:00,Completed,60,clear,intermediate,3958,,{}
SYN-T-0336,OP-016,M-5,HAUL_TRANSPORT,Haul Cycle,Site A,08:00,09:00,Completed,60,clear,intermediate,3995,,{}
SYN-T-0337,OP-017,M-1,EXCAVATION_LOAD,Excavation — Trench Digging,Site B,08:00,09:00,Upcoming,45,clear,intermediate,4032,,{}
SYN-T-0338,OP-018,M-3,EXCAVATION_LOAD,Material Loading,Site A,08:00,09:00,Completed,60,clear,intermediate,4069,,{}
SYN-T-0339,OP-019,M-5,HAUL_TRANSPORT,Haul Cycle,Site B,08:00,09:00,Completed,60,clear,intermediate,4106,,{}
SYN-T-0340,OP-020,M-1,EXCAVATION_LOAD,Excavation — Trench Digging,Site A,08:00,09:00,Completed,45,clear,intermediate,4143,,{}
SYN-T-0341,OP-001,M-3,EXCAVATION_LOAD,Material Loading,Site B,08:00,09:00,Upcoming,60,clear,intermediate,4180,,{}
SYN-T-0342,OP-002,M-5,HAUL_TRANSPORT,Haul Cycle,Site A,08:00,09:00,Completed,60,clear,intermediate,4217,,{}
SYN-T-0343,OP-003,M-1,EXCAVATION_LOAD,Excavation — Trench Digging,Site B,08:00,09:00,Completed,45,clear,intermediate,4254,,{}
SYN-T-0344,OP-004,M-3,EXCAVATION_LOAD,Material Loading,Site A,08:00,09:00,Completed,60,clear,intermediate,4291,,{}
SYN-T-0345,OP-005,M-5,HAUL_TRANSPORT,Haul Cycle,Site B,08:00,09:00,Upcoming,60,clear,intermediate,4328,,{}
SYN-T-0346,OP-006,M-1,EXCAVATION_LOAD,Excavation — Trench Digging,Site A,08:00,09:00,Completed,45,clear,intermediate,4365,,{}
SYN-T-0347,OP-007,M-3,EXCAVATION_LOAD,Material Loading,Site B,08:00,09:00,Completed,60,clear,intermediate,4402,,{}
SYN-T-0348,OP-008,M-5,HAUL_TRANSPORT,Haul Cycle,Site A,08:00,09:00,Completed,60,clear,intermediate,4439,,{}
SYN-T-0349,OP-009,M-1,EXCAVATION_LOAD,Excavation — Trench Digging,Site B,08:00,09:00,Upcoming,45,clear,intermediate,4476,,{}
SYN-T-0350,OP-010,M-3,EXCAVATION_LOAD,Material Loading,Site A,08:00,09:00,Completed,60,clear,intermediate,4513,,{}
SYN-T-0351,OP-011,M-5,HAUL_TRANSPORT,Haul Cycle,Site B,08:00,09:00,Completed,60,clear,intermediate,4550,,{}
SYN-T-0352,OP-012,M-1,EXCAVATION_LOAD,Excavation — Trench Digging,Site A,08:00,09:00,Completed,45,clear,intermediate,4587,,{}
SYN-T-0353,OP-013,M-3,EXCAVATION_LOAD,Material Loading,Site B,08:00,09:00,Upcoming,60,clear,intermediate,4624,,{}
SYN-T-0354,OP-014,M-5,HAUL_TRANSPORT,Haul Cycle,Site A,08:00,09:00,Completed,60,clear,intermediate,4661,,{}
SYN-T-0355,OP-015,M-1,EXCAVATION_LOAD,Excavation — Trench Digging,Site B,08:00,09:00,Completed,45,clear,intermediate,4698,,{}
SYN-T-0356,OP-016,M-3,EXCAVATION_LOAD,Material Loading,Site A,08:00,09:00,Completed,60,clear,intermediate,4735,,{}
SYN-T-0357,OP-017,M-5,HAUL_TRANSPORT,Haul Cycle,Site B,08:00,09:00,Upcoming,60,clear,intermediate,4772,,{}
SYN-T-0358,OP-018,M-1,EXCAVATION_LOAD,Excavation — Trench Digging,Site A,08:00,09:00,Completed,45,clear,intermediate,4809,,{}
SYN-T-0359,OP-019,M-3,EXCAVATION_LOAD,Material Loading,Site B,08:00,09:00,Completed,60,clear,intermediate,4846,,{}
SYN-T-0360,OP-020,M-5,HAUL_TRANSPORT,Haul Cycle,Site A,08:00,09:00,Completed,60,clear,intermediate,4883,,{}
SYN-T-0361,OP-001,M-1,EXCAVATION_LOAD,Excavation — Trench Digging,Site B,08:00,09:00,Upcoming,45,clear,intermediate,4920,,{}
SYN-T-0362,OP-002,M-3,EXCAVATION_LOAD,Material Loading,Site A,08:00,09:00,Completed,60,clear,intermediate,4957,,{}
SYN-T-0363,OP-003,M-5,HAUL_TRANSPORT,Haul Cycle,Site B,08:00,09:00,Completed,60,clear,intermediate,4994,,{}
SYN-T-0364,OP-004,M-1,EXCAVATION_LOAD,Excavation — Trench Digging,Site A,08:00,09:00,Completed,45,clear,intermediate,5031,,{}
SYN-T-0365,OP-005,M-3,EXCAVATION_LOAD,Material Loading,Site B,08:00,09:00,Upcoming,60,clear,intermediate,5068,,{}
SYN-T-0366,OP-006,M-5,HAUL_TRANSPORT,Haul Cycle,Site A,08:00,09:00,Completed,60,clear,intermediate,5105,,{}
SYN-T-0367,OP-007,M-1,EXCAVATION_LOAD,Excavation — Trench Digging,Site B,08:00,09:00,Completed,45,clear,intermediate,5142,,{}
SYN-T-0368,OP-008,M-3,EXCAVATION_LOAD,Material Loading,Site A,08:00,09:00,Completed,60,clear,intermediate,5179,,{}
SYN-T-0369,OP-009,M-5,HAUL_TRANSPORT,Haul Cycle,Site B,08:00,09:00,Upcoming,60,clear,intermediate,5216,,{}
SYN-T-0370,OP-010,M-1,EXCAVATION_LOAD,Excavation — Trench Digging,Site A,08:00,09:00,Completed,45,clear,intermediate,5253,,{}
SYN-T-0371,OP-011,M-3,EXCAVATION_LOAD,Material Loading,Site B,08:00,09:00,Completed,60,clear,intermediate,5290,,{}
SYN-T-0372,OP-012,M-5,HAUL_TRANSPORT,Haul Cycle,Site A,08:00,09:00,Completed,60,clear,intermediate,5327,,{}
SYN-T-0373,OP-013,M-1,EXCAVATION_LOAD,Excavation — Trench Digging,Site B,08:00,09:00,Upcoming,45,clear,intermediate,5364,,{}
SYN-T-0374,OP-014,M-3,EXCAVATION_LOAD,Material Loading,Site A,08:00,09:00,Completed,60,clear,intermediate,5401,,{}
SYN-T-0375,OP-015,M-5,HAUL_TRANSPORT,Haul Cycle,Site B,08:00,09:00,Completed,60,clear,intermediate,5438,,{}
SYN-T-0376,OP-016,M-1,EXCAVATION_LOAD,Excavation — Trench Digging,Site A,08:00,09:00,Completed,45,clear,intermediate,5475,,{}
SYN-T-0377,OP-017,M-3,EXCAVATION_LOAD,Material Loading,Site B,08:00,09:00,Upcoming,60,clear,intermediate,5512,,{}
SYN-T-0378,OP-018,M-5,HAUL_TRANSPORT,Haul Cycle,Site A,08:00,09:00,Completed,60,clear,intermediate,5549,,{}
SYN-T-0379,OP-019,M-1,EXCAVATION_LOAD,Excavation — Trench Digging,Site B,08:00,09:00,Completed,45,clear,intermediate,5586,,{}
SYN-T-0380,OP-020,M-3,EXCAVATION_LOAD,Material Loading,Site A,08:00,09:00,Completed,60,clear,intermediate,5623,,{}
SYN-T-0381,OP-001,M-5,HAUL_TRANSPORT,Haul Cycle,Site B,08:00,09:00,Upcoming,60,clear,intermediate,5660,,{}
SYN-T-0382,OP-002,M-1,EXCAVATION_LOAD,Excavation — Trench Digging,Site A,08:00,09:00,Completed,45,clear,intermediate,5697,,{}
SYN-T-0383,OP-003,M-3,EXCAVATION_LOAD,Material Loading,Site B,08:00,09:00,Completed,60,clear,intermediate,5734,,{}
SYN-T-0384,OP-004,M-5,HAUL_TRANSPORT,Haul Cycle,Site A,08:00,09:00,Completed,60,clear,intermediate,5771,,{}
SYN-T-0385,OP-005,M-1,EXCAVATION_LOAD,Excavation — Trench Digging,Site B,08:00,09:00,Upcoming,45,clear,intermediate,5808,,{}
SYN-T-0386,OP-006,M-3,EXCAVATION_LOAD,Material Loading,Site A,08:00,09:00,Completed,60,clear,intermediate,5845,,{}
SYN-T-0387,OP-007,M-5,HAUL_TRANSPORT,Haul Cycle,Site B,08:00,09:00,Completed,60,clear,intermediate,5882,,{}
SYN-T-0388,OP-008,M-1,EXCAVATION_LOAD,Excavation — Trench Digging,Site A,08:00,09:00,Completed,45,clear,intermediate,5919,,{}
